population,index1,index2,indexCDE,indexC,indexD,indexE,ingexF,alco,inv2,roz1,salary,tax,import2,unemp1,unemp2,forecast
613.7,103.6,103.4,102.1,101.6,102.5,102.3,100.7,168.0,105.0,130500.0,97200.0,40670.0,104.3,6.0,1.94,58024904800.00
610.3,103.4,103.2,101.4,101.2,100.5,102.3,100.2,165.0,102.0,131500.0,99400.0,35300.0,100.3,6.3,2.06,51014701400.00
